stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,platform_code
600395,600395,"Eagle Junction station, platform 1",, -27.415535, 153.049684,1,https://translink.com.au/stop/600395/gtfs/,0,place_egjsta,1
600396,600396,"Eagle Junction station, platform 2",, -27.415420, 153.049529,1,https://translink.com.au/stop/600396/gtfs/,0,place_egjsta,2
600397,600397,"Toombul station, platform 1",, -27.407816, 153.059143,1,https://translink.com.au/stop/600397/gtfs/,0,place_tomsta,1
600398,600398,"Toombul station, platform 2",, -27.407951, 153.059037,1,https://translink.com.au/stop/600398/gtfs/,0,place_tomsta,2
600399,600399,"Toombul station, platform 3",, -27.407724, 153.059011,1,https://translink.com.au/stop/600399/gtfs/,0,place_tomsta,3
600400,600400,"Toombul station, platform 4",, -27.407653, 153.058872,1,https://translink.com.au/stop/600400/gtfs/,0,place_tomsta,4
600401,600401,"Eagle Junction station, platform 3",, -27.415427, 153.049899,1,https://translink.com.au/stop/600401/gtfs/,0,place_egjsta,3
600402,600402,"Eagle Junction station, platform 4",, -27.415319, 153.049678,1,https://translink.com.au/stop/600402/gtfs/,0,place_egjsta,4
600403,600403,"Nundah station, platform 1",, -27.400946, 153.062200,1,https://translink.com.au/stop/600403/gtfs/,0,place_nunsta,1
600404,600404,"Nundah station, platform 2",, -27.400897, 153.062081,1,https://translink.com.au/stop/600404/gtfs/,0,place_nunsta,2
600405,600405,"Nundah station, platform 3",, -27.400812, 153.062096,1,https://translink.com.au/stop/600405/gtfs/,0,place_nunsta,3
600406,600406,"Nundah station, platform 4",, -27.400806, 153.061958,1,https://translink.com.au/stop/600406/gtfs/,0,place_nunsta,4
600407,600407,"Northgate station, platform 1",, -27.393135, 153.069324,1,https://translink.com.au/stop/600407/gtfs/,0,place_norsta,1
600408,600408,"Northgate station, platform 2",, -27.393085, 153.069260,1,https://translink.com.au/stop/600408/gtfs/,0,place_norsta,2
600409,600409,"Northgate station, platform 3",, -27.393160, 153.069239,1,https://translink.com.au/stop/600409/gtfs/,0,place_norsta,3
600410,600410,"Northgate station, platform 4",, -27.393117, 153.069177,1,https://translink.com.au/stop/600410/gtfs/,0,place_norsta,4
600411,600411,"Bindha station, platform 1",, -27.382943, 153.072665,1,https://translink.com.au/stop/600411/gtfs/,0,place_binsta,1
600412,600412,"Bindha station, platform 2",, -27.382906, 153.072572,1,https://translink.com.au/stop/600412/gtfs/,0,place_binsta,2
600413,600413,"Banyo station, platform 1",, -27.374379, 153.077503,1,https://translink.com.au/stop/600413/gtfs/,0,place_baysta,1
600414,600414,"Banyo station, platform 2",, -27.374555, 153.077396,1,https://translink.com.au/stop/600414/gtfs/,0,place_baysta,2
600415,600415,"Nudgee station, platform 1",, -27.366033, 153.083469,1,https://translink.com.au/stop/600415/gtfs/,0,place_nudsta,1
600416,600416,"Nudgee station, platform 2",, -27.366135, 153.083384,1,https://translink.com.au/stop/600416/gtfs/,0,place_nudsta,2
600417,600417,"Boondall station, platform 1",, -27.346311, 153.067589,1,https://translink.com.au/stop/600417/gtfs/,0,place_bdlsta,1
600418,600418,"Boondall station, platform 2",, -27.346390, 153.067662,1,https://translink.com.au/stop/600418/gtfs/,0,place_bdlsta,2
600421,600421,"Deagon station, platform 1",, -27.327813, 153.063212,1,https://translink.com.au/stop/600421/gtfs/,0,place_deasta,1
600422,600422,"Deagon station, platform 2",, -27.327903, 153.063162,1,https://translink.com.au/stop/600422/gtfs/,0,place_deasta,2
600423,600423,"Sandgate station, platform 2",, -27.322217, 153.069196,1,https://translink.com.au/stop/600423/gtfs/,0,place_sgtsta,2
600424,600424,"Sandgate station, platform 1",, -27.322193, 153.069043,1,https://translink.com.au/stop/600424/gtfs/,0,place_sgtsta,1
600426,600426,"International Airport station, platform 1",, -27.402853, 153.108633,1,https://translink.com.au/stop/600426/gtfs/,0,place_intsta,1
600427,600427,"International Airport station, platform 2",, -27.402805, 153.108594,1,https://translink.com.au/stop/600427/gtfs/,0,place_intsta,2
600428,600428,"Domestic Airport station, platform 1",, -27.385205, 153.118904,1,https://translink.com.au/stop/600428/gtfs/,0,place_domsta,1
600429,600429,"Domestic Airport station, platform 2",, -27.385167, 153.118843,1,https://translink.com.au/stop/600429/gtfs/,0,place_domsta,2
600430,600430,"Clayfield station, platform 1",, -27.418015, 153.057614,1,https://translink.com.au/stop/600430/gtfs/,0,place_clasta,1
600432,600432,"Hendra station, platform 1",, -27.421971, 153.062443,1,https://translink.com.au/stop/600432/gtfs/,0,place_hensta,1
600433,600433,"Ascot station, platform 1",, -27.429443, 153.063380,1,https://translink.com.au/stop/600433/gtfs/,0,place_ascsta,1
600435,600435,"Doomben station, platform 1",, -27.431455, 153.074687,1,https://translink.com.au/stop/600435/gtfs/,0,place_dbnsta,1
600437,600437,"Virginia station, platform 1",, -27.382132, 153.062492,1,https://translink.com.au/stop/600437/gtfs/,0,place_virsta,1
600438,600438,"Virginia station, platform 2",, -27.382158, 153.062367,1,https://translink.com.au/stop/600438/gtfs/,0,place_virsta,2
600439,600439,"Virginia station, platform 3",, -27.382269, 153.062446,1,https://translink.com.au/stop/600439/gtfs/,0,place_virsta,3
600440,600440,"Sunshine station, platform 1",, -27.375693, 153.056359,1,https://translink.com.au/stop/600440/gtfs/,0,place_snssta,1
600441,600441,"Sunshine station, platform 2",, -27.375593, 153.056238,1,https://translink.com.au/stop/600441/gtfs/,0,place_snssta,2
600442,600442,"Sunshine station, platform 3",, -27.375748, 153.056183,1,https://translink.com.au/stop/600442/gtfs/,0,place_snssta,3
600443,600443,"Geebung station, platform 1",, -27.368740, 153.047358,1,https://translink.com.au/stop/600443/gtfs/,0,place_geesta,1
600444,600444,"Geebung station, platform 2",, -27.368928, 153.047417,1,https://translink.com.au/stop/600444/gtfs/,0,place_geesta,2
600445,600445,"Geebung station, platform 3",, -27.368733, 153.047105,1,https://translink.com.au/stop/600445/gtfs/,0,place_geesta,3
600446,600446,"Zillmere station, platform 1",, -27.358823, 153.036877,1,https://translink.com.au/stop/600446/gtfs/,0,place_zllsta,1
600447,600447,"Zillmere station, platform 2",, -27.358945, 153.036757,1,https://translink.com.au/stop/600447/gtfs/,0,place_zllsta,2
600448,600448,"Zillmere station, platform 3",, -27.358814, 153.036659,1,https://translink.com.au/stop/600448/gtfs/,0,place_zllsta,3
600449,600449,"Carseldine station, platform 1",, -27.347236, 153.028963,1,https://translink.com.au/stop/600449/gtfs/,0,place_cassta,1
600450,600450,"Carseldine station, platform 2",, -27.347310, 153.028831,1,https://translink.com.au/stop/600450/gtfs/,0,place_cassta,2
600451,600451,"Carseldine station, platform 3",, -27.347488, 153.028885,1,https://translink.com.au/stop/600451/gtfs/,0,place_cassta,3
600452,600452,"Bald Hills station, platform 1",, -27.320861, 153.011313,1,https://translink.com.au/stop/600452/gtfs/,0,place_balsta,1
600453,600453,"Bald Hills station, platform 2",, -27.320967, 153.011155,1,https://translink.com.au/stop/600453/gtfs/,0,place_balsta,2
600454,600454,"Bald Hills station, platform 3",, -27.321120, 153.011349,1,https://translink.com.au/stop/600454/gtfs/,0,place_balsta,3
600455,600455,"Strathpine station, platform 1",, -27.311016, 152.989562,1,https://translink.com.au/stop/600455/gtfs/,0,place_strsta,1
600456,600456,"Strathpine station, platform 2",, -27.311235, 152.989628,1,https://translink.com.au/stop/600456/gtfs/,0,place_strsta,2
600457,600457,"Strathpine station, platform 3",, -27.311272, 152.989487,1,https://translink.com.au/stop/600457/gtfs/,0,place_strsta,3
600458,600458,"Bray Park station, platform 1",, -27.299803, 152.986252,1,https://translink.com.au/stop/600458/gtfs/,0,place_brasta,1
600459,600459,"Bray Park station, platform 2",, -27.299699, 152.986217,1,https://translink.com.au/stop/600459/gtfs/,0,place_brasta,2
600460,600460,"Bray Park station, platform 3",, -27.299720, 152.986076,1,https://translink.com.au/stop/600460/gtfs/,0,place_brasta,3
600461,600461,"Lawnton station, platform 1",, -27.281391, 152.980982,1,https://translink.com.au/stop/600461/gtfs/,0,place_lawsta,1
600462,600462,"Lawnton station, platform 2",, -27.281536, 152.981022,1,https://translink.com.au/stop/600462/gtfs/,0,place_lawsta,2
600463,600463,"Lawnton station, platform 3",, -27.281549, 152.980857,1,https://translink.com.au/stop/600463/gtfs/,0,place_lawsta,3
600464,600464,"Petrie station, platform 1",, -27.268172, 152.981943,1,https://translink.com.au/stop/600464/gtfs/,0,place_petsta,1
600465,600465,"Petrie station, platform 2",, -27.268240, 152.982077,1,https://translink.com.au/stop/600465/gtfs/,0,place_petsta,2
600466,600466,"Petrie station, platform 3",, -27.268368, 152.981985,1,https://translink.com.au/stop/600466/gtfs/,0,place_petsta,3
600467,600467,"Dakabin station, platform 1",, -27.230450, 152.975745,1,https://translink.com.au/stop/600467/gtfs/,0,place_daksta,1
600468,600468,"Dakabin station, platform 2",, -27.230367, 152.975718,1,https://translink.com.au/stop/600468/gtfs/,0,place_daksta,2
600469,600469,"Narangba station, platform 1",, -27.202515, 152.960471,1,https://translink.com.au/stop/600469/gtfs/,0,place_narsta,1
600471,600471,"Narangba station, platform 3",, -27.202378, 152.959924,1,https://translink.com.au/stop/600471/gtfs/,0,place_narsta,3
600472,600472,"Burpengary station, platform 1",, -27.162058, 152.957240,1,https://translink.com.au/stop/600472/gtfs/,0,place_bursta,1
600473,600473,"Burpengary station, platform 2",, -27.162009, 152.957243,1,https://translink.com.au/stop/600473/gtfs/,0,place_bursta,2
600474,600474,"Morayfield station, platform 1",, -27.110192, 152.952586,1,https://translink.com.au/stop/600474/gtfs/,0,place_myesta,1
600475,600475,"Morayfield station, platform 2",, -27.110234, 152.952600,1,https://translink.com.au/stop/600475/gtfs/,0,place_myesta,2
600479,600479,"Elimbah station, platform 1",, -27.011494, 152.945527,1,https://translink.com.au/stop/600479/gtfs/,0,place_elmsta,1
600480,600480,"Elimbah station, platform 2",, -27.011081, 152.945611,1,https://translink.com.au/stop/600480/gtfs/,0,place_elmsta,2
600481,600481,"Beerburrum station, platform 2",, -26.959732, 152.959040,1,https://translink.com.au/stop/600481/gtfs/,0,place_bbrsta,2
600482,600482,"Beerburrum station, platform 1",, -26.959931, 152.959007,1,https://translink.com.au/stop/600482/gtfs/,0,place_bbrsta,1
600483,600483,"Glass House Mountains station, platform 2",, -26.899292, 152.956273,1,https://translink.com.au/stop/600483/gtfs/,0,place_gmtsta,2
600484,600484,"Glass House Mountains station, platform 1",, -26.899412, 152.956345,1,https://translink.com.au/stop/600484/gtfs/,0,place_gmtsta,1
600485,600485,"Beerwah station, platform 1",, -26.857091, 152.958355,1,https://translink.com.au/stop/600485/gtfs/,0,place_bwrsta,1
600486,600486,"Beerwah station, platform 2",, -26.857053, 152.958355,1,https://translink.com.au/stop/600486/gtfs/,0,place_bwrsta,2
600487,600487,"Landsborough station, platform 1",, -26.807956, 152.966377,1,https://translink.com.au/stop/600487/gtfs/,0,place_lansta,1
600488,600488,"Landsborough station, platform 2",, -26.808124, 152.966364,1,https://translink.com.au/stop/600488/gtfs/,0,place_lansta,2
600489,600489,"Mooloolah station, platform 1",, -26.765954, 152.963262,1,https://translink.com.au/stop/600489/gtfs/,0,place_molsta,1
600490,600490,"Eudlo station, platform 1",, -26.725850, 152.956754,1,https://translink.com.au/stop/600490/gtfs/,0,place_eudsta,1
600491,600491,"Palmwoods station, platform 1",, -26.688683, 152.960756,1,https://translink.com.au/stop/600491/gtfs/,0,place_palsta,1
600492,600492,"Woombye station, platform 1",, -26.660750, 152.962797,1,https://translink.com.au/stop/600492/gtfs/,0,place_wbysta,1
600493,600493,"Nambour station, platform 1",, -26.625358, 152.958068,1,https://translink.com.au/stop/600493/gtfs/,0,place_namsta,1
600494,600494,"Yandina station, platform 1",, -26.560603, 152.958080,1,https://translink.com.au/stop/600494/gtfs/,0,place_yansta,1
600495,600495,"Eumundi station, platform 1",, -26.480985, 152.955033,1,https://translink.com.au/stop/600495/gtfs/,0,place_eumsta,1
600496,600496,"Cooroy station, platform 1",, -26.418070, 152.911151,1,https://translink.com.au/stop/600496/gtfs/,0,place_crysta,1
600497,600497,"Pomona station, platform 1",, -26.366115, 152.856666,1,https://translink.com.au/stop/600497/gtfs/,0,place_pomsta,1
600498,600498,"Cooran station, platform 1",, -26.334098, 152.822809,1,https://translink.com.au/stop/600498/gtfs/,0,place_crnsta,1
600499,600499,"Traveston station, platform 1",, -26.320895, 152.783804,1,https://translink.com.au/stop/600499/gtfs/,0,place_trvsta,1
600500,600500,"Gympie North station, platform 1",, -26.159443, 152.682805,1,https://translink.com.au/stop/600500/gtfs/,0,place_gymsta,1
600627,600627,"Petrie station, platform 4",, -27.268526, 152.982284,1,https://translink.com.au/stop/600627/gtfs/,0,place_petsta,4
600628,600628,"Wynnum Central station, platform 1",, -27.445224, 153.170214,1,https://translink.com.au/stop/600628/gtfs/,0,place_wynsta,1
600629,600629,"Wynnum Central station, platform 2",, -27.445269, 153.170132,1,https://translink.com.au/stop/600629/gtfs/,0,place_wynsta,2
600630,600630,"Manly station, platform 1",, -27.457228, 153.180422,1,https://translink.com.au/stop/600630/gtfs/,0,place_mansta,1
600631,600631,"Manly station, platform 2",, -27.457253, 153.180314,1,https://translink.com.au/stop/600631/gtfs/,0,place_mansta,2
600632,600632,"Nambour station, platform 2",, -26.625335, 152.958092,1,https://translink.com.au/stop/600632/gtfs/,0,place_namsta,2
600633,600633,"Kippa-Ring station, platform 1",, -27.225285, 153.081982,1,https://translink.com.au/stop/600633/gtfs/,0,place_kprsta,1
600634,600634,"Kippa-Ring station, platform 2",, -27.225324, 153.081809,1,https://translink.com.au/stop/600634/gtfs/,0,place_kprsta,2
600635,600635,"Rothwell station, platform 1",, -27.224071, 153.048100,1,https://translink.com.au/stop/600635/gtfs/,0,place_rotsta,1
600636,600636,"Rothwell station, platform 2",, -27.224018, 153.047899,1,https://translink.com.au/stop/600636/gtfs/,0,place_rotsta,2
600637,600637,"Mango Hill East station, platform 1",, -27.233566, 153.035794,1,https://translink.com.au/stop/600637/gtfs/,0,place_mhesta,1
600638,600638,"Mango Hill East station, platform 2",, -27.233505, 153.035671,1,https://translink.com.au/stop/600638/gtfs/,0,place_mhesta,2
600639,600639,"Mango Hill station, platform 1",, -27.246037, 153.028117,1,https://translink.com.au/stop/600639/gtfs/,0,place_mahsta,1
600640,600640,"Mango Hill station, platform 2",, -27.246050, 153.027972,1,https://translink.com.au/stop/600640/gtfs/,0,place_mahsta,2
600641,600641,"Murrumba Downs station, platform 1",, -27.252525, 153.011464,1,https://translink.com.au/stop/600641/gtfs/,0,place_mudsta,1
600642,600642,"Murrumba Downs station, platform 2",, -27.252403, 153.011379,1,https://translink.com.au/stop/600642/gtfs/,0,place_mudsta,2
600643,600643,"Kallangur station, platform 1",, -27.256734, 152.999709,1,https://translink.com.au/stop/600643/gtfs/,0,place_kalsta,1
600644,600644,"Kallangur station, platform 2",, -27.256606, 152.999645,1,https://translink.com.au/stop/600644/gtfs/,0,place_kalsta,2
600645,600645,"Petrie station, platform 5",, -27.268594, 152.982447,1,https://translink.com.au/stop/600645/gtfs/,0,place_petsta,5
600691,600691,"Pimpama station, platform 1",, -27.816210, 153.296586,1,https://translink.com.au/stop/600691/gtfs/,0,place_pimsta,1
600692,600692,"Pimpama station, platform 2",, -27.816289, 153.296503,1,https://translink.com.au/stop/600692/gtfs/,0,place_pimsta,2
600802,600802,"Broadbeach North station, platform 2",, -28.029037, 153.429905,1,https://translink.com.au/stop/600802/gtfs/,0,place_brnstn,2
600803,600803,"Broadbeach North station, platform 1",, -28.028591, 153.429799,1,https://translink.com.au/stop/600803/gtfs/,0,place_brnstn,1
600804,600804,"Florida Gardens station, platform 2",, -28.017389, 153.429279,1,https://translink.com.au/stop/600804/gtfs/,0,place_flostn,2
600805,600805,"Florida Gardens station, platform 1",, -28.017189, 153.429258,1,https://translink.com.au/stop/600805/gtfs/,0,place_flostn,1
600806,600806,"Northcliffe station, platform 2",, -28.010155, 153.429499,1,https://translink.com.au/stop/600806/gtfs/,0,place_norstn,2
600807,600807,"Northcliffe station, platform 1",, -28.009763, 153.429459,1,https://translink.com.au/stop/600807/gtfs/,0,place_norstn,1
600808,600808,"Surfers Paradise station, platform 2",, -28.006386, 153.429142,1,https://translink.com.au/stop/600808/gtfs/,0,place_surstn,2
600809,600809,"Surfers Paradise station, platform 1",, -28.005939, 153.429010,1,https://translink.com.au/stop/600809/gtfs/,0,place_surstn,1
600810,600810,"Cavill Avenue station, platform 2",, -28.001711, 153.428413,1,https://translink.com.au/stop/600810/gtfs/,0,place_cavsta,2
600811,600811,"Cavill Avenue station, platform 1",, -28.001641, 153.428396,1,https://translink.com.au/stop/600811/gtfs/,0,place_cavsta,1
600812,600812,"Cypress Avenue station, platform 2",, -27.996725, 153.429083,1,https://translink.com.au/stop/600812/gtfs/,0,place_cypsta,2
600813,600813,"Cypress Avenue station, platform 1",, -27.996460, 153.429180,1,https://translink.com.au/stop/600813/gtfs/,0,place_cypsta,1
600814,600814,"Surfers Paradise North station, platform 2",, -27.992729, 153.429249,1,https://translink.com.au/stop/600814/gtfs/,0,place_spnstn,2
600815,600815,"Surfers Paradise North station, platform 1",, -27.992443, 153.429232,1,https://translink.com.au/stop/600815/gtfs/,0,place_spnstn,1
600816,600816,"Main Beach station, platform 2",, -27.982184, 153.423580,1,https://translink.com.au/stop/600816/gtfs/,0,place_maistn,2
600817,600817,"Main Beach station, platform 1",, -27.981919, 153.423364,1,https://translink.com.au/stop/600817/gtfs/,0,place_maistn,1
600818,600818,"Broadwater Parklands station, platform 2",, -27.973535, 153.418983,1,https://translink.com.au/stop/600818/gtfs/,0,place_brostn,2
600819,600819,"Broadwater Parklands station, platform 1",, -27.973478, 153.418588,1,https://translink.com.au/stop/600819/gtfs/,0,place_brostn,1
600820,600820,"Southport South station, platform 2",, -27.972360, 153.415493,1,https://translink.com.au/stop/600820/gtfs/,0,place_sosstn,2
600821,600821,"Southport South station, platform 1",, -27.972720, 153.415586,1,https://translink.com.au/stop/600821/gtfs/,0,place_sosstn,1
600822,600822,"Southport station, platform 2",, -27.967674, 153.413853,1,https://translink.com.au/stop/600822/gtfs/,0,place_soustn,2
600823,600823,"Southport station, platform 1",, -27.967861, 153.413509,1,https://translink.com.au/stop/600823/gtfs/,0,place_soustn,1
600824,600824,"Nerang Street station, platform 2",, -27.970575, 153.408668,1,https://translink.com.au/stop/600824/gtfs/,0,place_nerstn,2
600825,600825,"Nerang Street station, platform 1",, -27.970751, 153.408354,1,https://translink.com.au/stop/600825/gtfs/,0,place_nerstn,1
600826,600826,"Queen Street station, platform 2 (Southport)",, -27.970206, 153.394609,1,https://translink.com.au/stop/600826/gtfs/,0,place_qssstn,2
600827,600827,"Queen Street station, platform 1 (Southport)",, -27.970174, 153.394395,1,https://translink.com.au/stop/600827/gtfs/,0,place_qssstn,1
600828,600828,"Griffith University station, platform 2",, -27.963455, 153.384870,1,https://translink.com.au/stop/600828/gtfs/,0,place_gristn,2
600829,600829,"Griffith University station, platform 1",, -27.963226, 153.384540,1,https://translink.com.au/stop/600829/gtfs/,0,place_gristn,1
600830,600830,"Gold Coast University Hospital station, platform 2",, -27.960718, 153.380510,1,https://translink.com.au/stop/600830/gtfs/,0,place_gcustn,2
600831,600831,"Gold Coast University Hospital station, platform 1",, -27.960730, 153.380536,1,https://translink.com.au/stop/600831/gtfs/,0,place_gcustn,1
600832,600832,"Parkwood East station, platform 2",, -27.963047, 153.364745,1,https://translink.com.au/stop/600832/gtfs/,0,place_paestn,2
600833,600833,"Parkwood East station, platform 1",, -27.962977, 153.364264,1,https://translink.com.au/stop/600833/gtfs/,0,place_paestn,1
600834,600834,"Parkwood station, platform 2",, -27.951802, 153.347046,1,https://translink.com.au/stop/600834/gtfs/,0,place_parstn,2
600835,600835,"Parkwood station, platform 1",, -27.951525, 153.346913,1,https://translink.com.au/stop/600835/gtfs/,0,place_parstn,1
600836,600836,"Helensvale station, platform 5",, -27.925545, 153.339341,1,https://translink.com.au/stop/600836/gtfs/,0,place_helsta,5
600837,600837,"Helensvale station, platform 4",, -27.925610, 153.339331,1,https://translink.com.au/stop/600837/gtfs/,0,place_helsta,4
6292,006292,"Carindale Shopping Centre station, platform A",, -27.502850, 153.102692,1,https://translink.com.au/stop/006292/gtfs/,0,place_intcar,A
